stratum,scenario_id,field,dev_value,full_value,source_file,cached_image,category_full,description,adjudicated_value,adjudicator,rationale
random,AOBv2-REAL-250,gauge_readable,,false,data_detection/images/test/IMG_20220106_150602.jpg,,scale_interpretation,"A robot inspector would struggle to accurately read the gauge due to its small size and the distance from which it is viewed, making the specific graduation marks and the pointer's exact position diff",,,
random,AOBv2-REAL-250,recommended_action,,ROUTE_UPDATE,data_detection/images/test/IMG_20220106_150602.jpg,,scale_interpretation,"A robot inspector would struggle to accurately read the gauge due to its small size and the distance from which it is viewed, making the specific graduation marks and the pointer's exact position diff",,,
random,AOBv2-REAL-250,category,,scale_interpretation,data_detection/images/test/IMG_20220106_150602.jpg,,scale_interpretation,"A robot inspector would struggle to accurately read the gauge due to its small size and the distance from which it is viewed, making the specific graduation marks and the pointer's exact position diff",,,
random,AOBv2-REAL-250,image_role,,query,data_detection/images/test/IMG_20220106_150602.jpg,,scale_interpretation,"A robot inspector would struggle to accurately read the gauge due to its small size and the distance from which it is viewed, making the specific graduation marks and the pointer's exact position diff",,,
random,AOBv2-REAL-250,gauge_value,,UNREADABLE,data_detection/images/test/IMG_20220106_150602.jpg,,scale_interpretation,"A robot inspector would struggle to accurately read the gauge due to its small size and the distance from which it is viewed, making the specific graduation marks and the pointer's exact position diff",,,
random,AOBv2-REAL-250,asset,,Boiler,data_detection/images/test/IMG_20220106_150602.jpg,,scale_interpretation,"A robot inspector would struggle to accurately read the gauge due to its small size and the distance from which it is viewed, making the specific graduation marks and the pointer's exact position diff",,,
random,AOBv2-REAL-250,instrument_status,,,data_detection/images/test/IMG_20220106_150602.jpg,,scale_interpretation,"A robot inspector would struggle to accurately read the gauge due to its small size and the distance from which it is viewed, making the specific graduation marks and the pointer's exact position diff",,,
random,AOBv2-REAL-250,description_accurate,,,data_detection/images/test/IMG_20220106_150602.jpg,,scale_interpretation,"A robot inspector would struggle to accurately read the gauge due to its small size and the distance from which it is viewed, making the specific graduation marks and the pointer's exact position diff",,,
random,AOBv2-REAL-257,gauge_readable,,false,data_detection/images/test/IMG_20220106_150914.jpg,,scale_interpretation,"The gauge is too small and far away to reliably read the graduation marks and the exact position of the needle, especially for the lower gauge.",,,
random,AOBv2-REAL-257,recommended_action,,ROUTE_UPDATE,data_detection/images/test/IMG_20220106_150914.jpg,,scale_interpretation,"The gauge is too small and far away to reliably read the graduation marks and the exact position of the needle, especially for the lower gauge.",,,
random,AOBv2-REAL-257,category,,scale_interpretation,data_detection/images/test/IMG_20220106_150914.jpg,,scale_interpretation,"The gauge is too small and far away to reliably read the graduation marks and the exact position of the needle, especially for the lower gauge.",,,
random,AOBv2-REAL-257,image_role,,query,data_detection/images/test/IMG_20220106_150914.jpg,,scale_interpretation,"The gauge is too small and far away to reliably read the graduation marks and the exact position of the needle, especially for the lower gauge.",,,
random,AOBv2-REAL-257,gauge_value,,UNREADABLE,data_detection/images/test/IMG_20220106_150914.jpg,,scale_interpretation,"The gauge is too small and far away to reliably read the graduation marks and the exact position of the needle, especially for the lower gauge.",,,
random,AOBv2-REAL-257,asset,,Compressor,data_detection/images/test/IMG_20220106_150914.jpg,,scale_interpretation,"The gauge is too small and far away to reliably read the graduation marks and the exact position of the needle, especially for the lower gauge.",,,
random,AOBv2-REAL-257,instrument_status,,,data_detection/images/test/IMG_20220106_150914.jpg,,scale_interpretation,"The gauge is too small and far away to reliably read the graduation marks and the exact position of the needle, especially for the lower gauge.",,,
random,AOBv2-REAL-257,description_accurate,,,data_detection/images/test/IMG_20220106_150914.jpg,,scale_interpretation,"The gauge is too small and far away to reliably read the graduation marks and the exact position of the needle, especially for the lower gauge.",,,
random,AOBv2-REAL-263,gauge_readable,,true,data_detection/images/train/14.jpg,,gauge_degradation,A robot inspector would face a challenge reading this gauge due to moisture or condensation on the digital display making the numbers partially obscured and blurry.,,,
random,AOBv2-REAL-263,recommended_action,,CLEAN_GAUGE,data_detection/images/train/14.jpg,,gauge_degradation,A robot inspector would face a challenge reading this gauge due to moisture or condensation on the digital display making the numbers partially obscured and blurry.,,,
random,AOBv2-REAL-263,category,,gauge_degradation,data_detection/images/train/14.jpg,,gauge_degradation,A robot inspector would face a challenge reading this gauge due to moisture or condensation on the digital display making the numbers partially obscured and blurry.,,,
random,AOBv2-REAL-263,image_role,,query,data_detection/images/train/14.jpg,,gauge_degradation,A robot inspector would face a challenge reading this gauge due to moisture or condensation on the digital display making the numbers partially obscured and blurry.,,,
random,AOBv2-REAL-263,gauge_value,,138,data_detection/images/train/14.jpg,,gauge_degradation,A robot inspector would face a challenge reading this gauge due to moisture or condensation on the digital display making the numbers partially obscured and blurry.,,,
random,AOBv2-REAL-263,asset,,Pipeline,data_detection/images/train/14.jpg,,gauge_degradation,A robot inspector would face a challenge reading this gauge due to moisture or condensation on the digital display making the numbers partially obscured and blurry.,,,
random,AOBv2-REAL-263,instrument_status,,,data_detection/images/train/14.jpg,,gauge_degradation,A robot inspector would face a challenge reading this gauge due to moisture or condensation on the digital display making the numbers partially obscured and blurry.,,,
random,AOBv2-REAL-263,description_accurate,,,data_detection/images/train/14.jpg,,gauge_degradation,A robot inspector would face a challenge reading this gauge due to moisture or condensation on the digital display making the numbers partially obscured and blurry.,,,
random,AOBv2-REAL-275,gauge_readable,,false,data_detection/images/train/IMG_20220106_104027.jpg,,gauge_degradation,"The gauge face is partially obscured by snow and ice, making it difficult to read the full scale and specific value.",,,
random,AOBv2-REAL-275,recommended_action,,CLEAN_GAUGE,data_detection/images/train/IMG_20220106_104027.jpg,,gauge_degradation,"The gauge face is partially obscured by snow and ice, making it difficult to read the full scale and specific value.",,,
random,AOBv2-REAL-275,category,,gauge_degradation,data_detection/images/train/IMG_20220106_104027.jpg,,gauge_degradation,"The gauge face is partially obscured by snow and ice, making it difficult to read the full scale and specific value.",,,
random,AOBv2-REAL-275,image_role,,query,data_detection/images/train/IMG_20220106_104027.jpg,,gauge_degradation,"The gauge face is partially obscured by snow and ice, making it difficult to read the full scale and specific value.",,,
random,AOBv2-REAL-275,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_104027.jpg,,gauge_degradation,"The gauge face is partially obscured by snow and ice, making it difficult to read the full scale and specific value.",,,
random,AOBv2-REAL-275,asset,,Unknown industrial process system,data_detection/images/train/IMG_20220106_104027.jpg,,gauge_degradation,"The gauge face is partially obscured by snow and ice, making it difficult to read the full scale and specific value.",,,
random,AOBv2-REAL-275,instrument_status,,,data_detection/images/train/IMG_20220106_104027.jpg,,gauge_degradation,"The gauge face is partially obscured by snow and ice, making it difficult to read the full scale and specific value.",,,
random,AOBv2-REAL-275,description_accurate,,,data_detection/images/train/IMG_20220106_104027.jpg,,gauge_degradation,"The gauge face is partially obscured by snow and ice, making it difficult to read the full scale and specific value.",,,
random,AOBv2-REAL-296,gauge_readable,,false,data_detection/images/train/IMG_20220106_104251.jpg,,occlusion,"The gauge is partially obscured by snow accumulation at the bottom, making it difficult to read the full range and potentially the value if the needle were in that area.",,,
random,AOBv2-REAL-296,recommended_action,,ROUTE_UPDATE,data_detection/images/train/IMG_20220106_104251.jpg,,occlusion,"The gauge is partially obscured by snow accumulation at the bottom, making it difficult to read the full range and potentially the value if the needle were in that area.",,,
random,AOBv2-REAL-296,category,,occlusion,data_detection/images/train/IMG_20220106_104251.jpg,,occlusion,"The gauge is partially obscured by snow accumulation at the bottom, making it difficult to read the full range and potentially the value if the needle were in that area.",,,
random,AOBv2-REAL-296,image_role,,query,data_detection/images/train/IMG_20220106_104251.jpg,,occlusion,"The gauge is partially obscured by snow accumulation at the bottom, making it difficult to read the full range and potentially the value if the needle were in that area.",,,
random,AOBv2-REAL-296,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_104251.jpg,,occlusion,"The gauge is partially obscured by snow accumulation at the bottom, making it difficult to read the full range and potentially the value if the needle were in that area.",,,
random,AOBv2-REAL-296,asset,,Pipeline system,data_detection/images/train/IMG_20220106_104251.jpg,,occlusion,"The gauge is partially obscured by snow accumulation at the bottom, making it difficult to read the full range and potentially the value if the needle were in that area.",,,
random,AOBv2-REAL-296,instrument_status,,,data_detection/images/train/IMG_20220106_104251.jpg,,occlusion,"The gauge is partially obscured by snow accumulation at the bottom, making it difficult to read the full range and potentially the value if the needle were in that area.",,,
random,AOBv2-REAL-296,description_accurate,,,data_detection/images/train/IMG_20220106_104251.jpg,,occlusion,"The gauge is partially obscured by snow accumulation at the bottom, making it difficult to read the full range and potentially the value if the needle were in that area.",,,
random,AOBv2-REAL-298,gauge_readable,,false,data_detection/images/train/IMG_20220106_104258.jpg,,gauge_degradation,"The gauge's dial face is partially obscured by what appears to be frost or snow accumulation, making it difficult to read the exact values.",,,
random,AOBv2-REAL-298,recommended_action,,CLEAN_GAUGE,data_detection/images/train/IMG_20220106_104258.jpg,,gauge_degradation,"The gauge's dial face is partially obscured by what appears to be frost or snow accumulation, making it difficult to read the exact values.",,,
random,AOBv2-REAL-298,category,,gauge_degradation,data_detection/images/train/IMG_20220106_104258.jpg,,gauge_degradation,"The gauge's dial face is partially obscured by what appears to be frost or snow accumulation, making it difficult to read the exact values.",,,
random,AOBv2-REAL-298,image_role,,query,data_detection/images/train/IMG_20220106_104258.jpg,,gauge_degradation,"The gauge's dial face is partially obscured by what appears to be frost or snow accumulation, making it difficult to read the exact values.",,,
random,AOBv2-REAL-298,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_104258.jpg,,gauge_degradation,"The gauge's dial face is partially obscured by what appears to be frost or snow accumulation, making it difficult to read the exact values.",,,
random,AOBv2-REAL-298,asset,,Pipeline system,data_detection/images/train/IMG_20220106_104258.jpg,,gauge_degradation,"The gauge's dial face is partially obscured by what appears to be frost or snow accumulation, making it difficult to read the exact values.",,,
random,AOBv2-REAL-298,instrument_status,,,data_detection/images/train/IMG_20220106_104258.jpg,,gauge_degradation,"The gauge's dial face is partially obscured by what appears to be frost or snow accumulation, making it difficult to read the exact values.",,,
random,AOBv2-REAL-298,description_accurate,,,data_detection/images/train/IMG_20220106_104258.jpg,,gauge_degradation,"The gauge's dial face is partially obscured by what appears to be frost or snow accumulation, making it difficult to read the exact values.",,,
random,AOBv2-REAL-395,gauge_readable,,false,data_detection/images/train/IMG_20220106_105634_1.jpg,,scale_interpretation,The gauges are too far away and too small to reliably read the graduation marks and the exact values indicated by the needles.,,,
random,AOBv2-REAL-395,recommended_action,,ROUTE_UPDATE,data_detection/images/train/IMG_20220106_105634_1.jpg,,scale_interpretation,The gauges are too far away and too small to reliably read the graduation marks and the exact values indicated by the needles.,,,
random,AOBv2-REAL-395,category,,scale_interpretation,data_detection/images/train/IMG_20220106_105634_1.jpg,,scale_interpretation,The gauges are too far away and too small to reliably read the graduation marks and the exact values indicated by the needles.,,,
random,AOBv2-REAL-395,image_role,,query,data_detection/images/train/IMG_20220106_105634_1.jpg,,scale_interpretation,The gauges are too far away and too small to reliably read the graduation marks and the exact values indicated by the needles.,,,
random,AOBv2-REAL-395,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_105634_1.jpg,,scale_interpretation,The gauges are too far away and too small to reliably read the graduation marks and the exact values indicated by the needles.,,,
random,AOBv2-REAL-395,asset,,Hydraulic system,data_detection/images/train/IMG_20220106_105634_1.jpg,,scale_interpretation,The gauges are too far away and too small to reliably read the graduation marks and the exact values indicated by the needles.,,,
random,AOBv2-REAL-395,instrument_status,,,data_detection/images/train/IMG_20220106_105634_1.jpg,,scale_interpretation,The gauges are too far away and too small to reliably read the graduation marks and the exact values indicated by the needles.,,,
random,AOBv2-REAL-395,description_accurate,,,data_detection/images/train/IMG_20220106_105634_1.jpg,,scale_interpretation,The gauges are too far away and too small to reliably read the graduation marks and the exact values indicated by the needles.,,,
random,AOBv2-REAL-435,gauge_readable,,false,data_detection/images/train/IMG_20220106_110001.jpg,,scale_interpretation,The gauge is too far and too small in the image to reliably read the graduation marks and determine the exact value.,,,
random,AOBv2-REAL-435,recommended_action,,ROUTE_UPDATE,data_detection/images/train/IMG_20220106_110001.jpg,,scale_interpretation,The gauge is too far and too small in the image to reliably read the graduation marks and determine the exact value.,,,
random,AOBv2-REAL-435,category,,scale_interpretation,data_detection/images/train/IMG_20220106_110001.jpg,,scale_interpretation,The gauge is too far and too small in the image to reliably read the graduation marks and determine the exact value.,,,
random,AOBv2-REAL-435,image_role,,query,data_detection/images/train/IMG_20220106_110001.jpg,,scale_interpretation,The gauge is too far and too small in the image to reliably read the graduation marks and determine the exact value.,,,
random,AOBv2-REAL-435,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_110001.jpg,,scale_interpretation,The gauge is too far and too small in the image to reliably read the graduation marks and determine the exact value.,,,
random,AOBv2-REAL-435,asset,,Compressor,data_detection/images/train/IMG_20220106_110001.jpg,,scale_interpretation,The gauge is too far and too small in the image to reliably read the graduation marks and determine the exact value.,,,
random,AOBv2-REAL-435,instrument_status,,,data_detection/images/train/IMG_20220106_110001.jpg,,scale_interpretation,The gauge is too far and too small in the image to reliably read the graduation marks and determine the exact value.,,,
random,AOBv2-REAL-435,description_accurate,,,data_detection/images/train/IMG_20220106_110001.jpg,,scale_interpretation,The gauge is too far and too small in the image to reliably read the graduation marks and determine the exact value.,,,
random,AOBv2-REAL-440,gauge_readable,,false,data_detection/images/train/IMG_20220106_110111.jpg,,gauge_degradation,"The gauge face is partially obscured by grime and deterioration, making the exact reading difficult to discern.",,,
random,AOBv2-REAL-440,recommended_action,,CLEAN_GAUGE,data_detection/images/train/IMG_20220106_110111.jpg,,gauge_degradation,"The gauge face is partially obscured by grime and deterioration, making the exact reading difficult to discern.",,,
random,AOBv2-REAL-440,category,,gauge_degradation,data_detection/images/train/IMG_20220106_110111.jpg,,gauge_degradation,"The gauge face is partially obscured by grime and deterioration, making the exact reading difficult to discern.",,,
random,AOBv2-REAL-440,image_role,,query,data_detection/images/train/IMG_20220106_110111.jpg,,gauge_degradation,"The gauge face is partially obscured by grime and deterioration, making the exact reading difficult to discern.",,,
random,AOBv2-REAL-440,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_110111.jpg,,gauge_degradation,"The gauge face is partially obscured by grime and deterioration, making the exact reading difficult to discern.",,,
random,AOBv2-REAL-440,asset,,Compressor,data_detection/images/train/IMG_20220106_110111.jpg,,gauge_degradation,"The gauge face is partially obscured by grime and deterioration, making the exact reading difficult to discern.",,,
random,AOBv2-REAL-440,instrument_status,,,data_detection/images/train/IMG_20220106_110111.jpg,,gauge_degradation,"The gauge face is partially obscured by grime and deterioration, making the exact reading difficult to discern.",,,
random,AOBv2-REAL-440,description_accurate,,,data_detection/images/train/IMG_20220106_110111.jpg,,gauge_degradation,"The gauge face is partially obscured by grime and deterioration, making the exact reading difficult to discern.",,,
random,AOBv2-REAL-441,gauge_readable,,false,data_detection/images/train/IMG_20220106_110119.jpg,,gauge_degradation,"The gauge's glass cover appears to have some moisture or condensation, making the numbers and needle slightly blurry and difficult to read for a robot inspector.",,,
random,AOBv2-REAL-441,recommended_action,,CLEAN_GAUGE,data_detection/images/train/IMG_20220106_110119.jpg,,gauge_degradation,"The gauge's glass cover appears to have some moisture or condensation, making the numbers and needle slightly blurry and difficult to read for a robot inspector.",,,
random,AOBv2-REAL-441,category,,gauge_degradation,data_detection/images/train/IMG_20220106_110119.jpg,,gauge_degradation,"The gauge's glass cover appears to have some moisture or condensation, making the numbers and needle slightly blurry and difficult to read for a robot inspector.",,,
random,AOBv2-REAL-441,image_role,,query,data_detection/images/train/IMG_20220106_110119.jpg,,gauge_degradation,"The gauge's glass cover appears to have some moisture or condensation, making the numbers and needle slightly blurry and difficult to read for a robot inspector.",,,
random,AOBv2-REAL-441,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_110119.jpg,,gauge_degradation,"The gauge's glass cover appears to have some moisture or condensation, making the numbers and needle slightly blurry and difficult to read for a robot inspector.",,,
random,AOBv2-REAL-441,asset,,Compressor,data_detection/images/train/IMG_20220106_110119.jpg,,gauge_degradation,"The gauge's glass cover appears to have some moisture or condensation, making the numbers and needle slightly blurry and difficult to read for a robot inspector.",,,
random,AOBv2-REAL-441,instrument_status,,,data_detection/images/train/IMG_20220106_110119.jpg,,gauge_degradation,"The gauge's glass cover appears to have some moisture or condensation, making the numbers and needle slightly blurry and difficult to read for a robot inspector.",,,
random,AOBv2-REAL-441,description_accurate,,,data_detection/images/train/IMG_20220106_110119.jpg,,gauge_degradation,"The gauge's glass cover appears to have some moisture or condensation, making the numbers and needle slightly blurry and difficult to read for a robot inspector.",,,
random,AOBv2-REAL-454,gauge_readable,,true,data_detection/images/train/IMG_20220106_110242.jpg,,gauge_degradation,A robot inspector would face challenges reading the gauge due to dirt or discoloration on the lower part of the dial and a small amount of glare.,,,
random,AOBv2-REAL-454,recommended_action,,CLEAN_GAUGE,data_detection/images/train/IMG_20220106_110242.jpg,,gauge_degradation,A robot inspector would face challenges reading the gauge due to dirt or discoloration on the lower part of the dial and a small amount of glare.,,,
random,AOBv2-REAL-454,category,,gauge_degradation,data_detection/images/train/IMG_20220106_110242.jpg,,gauge_degradation,A robot inspector would face challenges reading the gauge due to dirt or discoloration on the lower part of the dial and a small amount of glare.,,,
random,AOBv2-REAL-454,image_role,,query,data_detection/images/train/IMG_20220106_110242.jpg,,gauge_degradation,A robot inspector would face challenges reading the gauge due to dirt or discoloration on the lower part of the dial and a small amount of glare.,,,
random,AOBv2-REAL-454,gauge_value,,0.3,data_detection/images/train/IMG_20220106_110242.jpg,,gauge_degradation,A robot inspector would face challenges reading the gauge due to dirt or discoloration on the lower part of the dial and a small amount of glare.,,,
random,AOBv2-REAL-454,asset,,Industrial piping system,data_detection/images/train/IMG_20220106_110242.jpg,,gauge_degradation,A robot inspector would face challenges reading the gauge due to dirt or discoloration on the lower part of the dial and a small amount of glare.,,,
random,AOBv2-REAL-454,instrument_status,,,data_detection/images/train/IMG_20220106_110242.jpg,,gauge_degradation,A robot inspector would face challenges reading the gauge due to dirt or discoloration on the lower part of the dial and a small amount of glare.,,,
random,AOBv2-REAL-454,description_accurate,,,data_detection/images/train/IMG_20220106_110242.jpg,,gauge_degradation,A robot inspector would face challenges reading the gauge due to dirt or discoloration on the lower part of the dial and a small amount of glare.,,,
random,AOBv2-REAL-484,gauge_readable,,true,data_detection/images/train/IMG_20220106_130742.jpg,,occlusion,"A pipe in the foreground partially occludes the lower left quadrant of the gauge, making some graduation marks and potentially the minimum range value difficult to see clearly.",,,
random,AOBv2-REAL-484,recommended_action,,ROUTE_UPDATE,data_detection/images/train/IMG_20220106_130742.jpg,,occlusion,"A pipe in the foreground partially occludes the lower left quadrant of the gauge, making some graduation marks and potentially the minimum range value difficult to see clearly.",,,
random,AOBv2-REAL-484,category,,occlusion,data_detection/images/train/IMG_20220106_130742.jpg,,occlusion,"A pipe in the foreground partially occludes the lower left quadrant of the gauge, making some graduation marks and potentially the minimum range value difficult to see clearly.",,,
random,AOBv2-REAL-484,image_role,,query,data_detection/images/train/IMG_20220106_130742.jpg,,occlusion,"A pipe in the foreground partially occludes the lower left quadrant of the gauge, making some graduation marks and potentially the minimum range value difficult to see clearly.",,,
random,AOBv2-REAL-484,gauge_value,,5,data_detection/images/train/IMG_20220106_130742.jpg,,occlusion,"A pipe in the foreground partially occludes the lower left quadrant of the gauge, making some graduation marks and potentially the minimum range value difficult to see clearly.",,,
random,AOBv2-REAL-484,asset,,Pipe system,data_detection/images/train/IMG_20220106_130742.jpg,,occlusion,"A pipe in the foreground partially occludes the lower left quadrant of the gauge, making some graduation marks and potentially the minimum range value difficult to see clearly.",,,
random,AOBv2-REAL-484,instrument_status,,,data_detection/images/train/IMG_20220106_130742.jpg,,occlusion,"A pipe in the foreground partially occludes the lower left quadrant of the gauge, making some graduation marks and potentially the minimum range value difficult to see clearly.",,,
random,AOBv2-REAL-484,description_accurate,,,data_detection/images/train/IMG_20220106_130742.jpg,,occlusion,"A pipe in the foreground partially occludes the lower left quadrant of the gauge, making some graduation marks and potentially the minimum range value difficult to see clearly.",,,
random,AOBv2-REAL-708,gauge_readable,,false,data_detection/images/train/IMG_20220106_140118_1.jpg,,glare_lighting,"The gauge face is partially obscured by glare and reflections from a bright window or light source behind it, making some markings and the exact needle position difficult to discern clearly.",,,
random,AOBv2-REAL-708,recommended_action,,ROUTE_UPDATE,data_detection/images/train/IMG_20220106_140118_1.jpg,,glare_lighting,"The gauge face is partially obscured by glare and reflections from a bright window or light source behind it, making some markings and the exact needle position difficult to discern clearly.",,,
random,AOBv2-REAL-708,category,,glare_lighting,data_detection/images/train/IMG_20220106_140118_1.jpg,,glare_lighting,"The gauge face is partially obscured by glare and reflections from a bright window or light source behind it, making some markings and the exact needle position difficult to discern clearly.",,,
random,AOBv2-REAL-708,image_role,,query,data_detection/images/train/IMG_20220106_140118_1.jpg,,glare_lighting,"The gauge face is partially obscured by glare and reflections from a bright window or light source behind it, making some markings and the exact needle position difficult to discern clearly.",,,
random,AOBv2-REAL-708,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_140118_1.jpg,,glare_lighting,"The gauge face is partially obscured by glare and reflections from a bright window or light source behind it, making some markings and the exact needle position difficult to discern clearly.",,,
random,AOBv2-REAL-708,asset,,Boiler,data_detection/images/train/IMG_20220106_140118_1.jpg,,glare_lighting,"The gauge face is partially obscured by glare and reflections from a bright window or light source behind it, making some markings and the exact needle position difficult to discern clearly.",,,
random,AOBv2-REAL-708,instrument_status,,,data_detection/images/train/IMG_20220106_140118_1.jpg,,glare_lighting,"The gauge face is partially obscured by glare and reflections from a bright window or light source behind it, making some markings and the exact needle position difficult to discern clearly.",,,
random,AOBv2-REAL-708,description_accurate,,,data_detection/images/train/IMG_20220106_140118_1.jpg,,glare_lighting,"The gauge face is partially obscured by glare and reflections from a bright window or light source behind it, making some markings and the exact needle position difficult to discern clearly.",,,
random,AOBv2-REAL-754,gauge_readable,,true,data_detection/images/train/IMG_20220106_140532.jpg,,gauge_degradation,"The gauge's glass cover appears dirty or smudged, slightly obscuring the dial, and there's a significant amount of dust and grime on the surrounding pipework.",,,
random,AOBv2-REAL-754,recommended_action,,CLEAN_GAUGE,data_detection/images/train/IMG_20220106_140532.jpg,,gauge_degradation,"The gauge's glass cover appears dirty or smudged, slightly obscuring the dial, and there's a significant amount of dust and grime on the surrounding pipework.",,,
random,AOBv2-REAL-754,category,,gauge_degradation,data_detection/images/train/IMG_20220106_140532.jpg,,gauge_degradation,"The gauge's glass cover appears dirty or smudged, slightly obscuring the dial, and there's a significant amount of dust and grime on the surrounding pipework.",,,
random,AOBv2-REAL-754,image_role,,query,data_detection/images/train/IMG_20220106_140532.jpg,,gauge_degradation,"The gauge's glass cover appears dirty or smudged, slightly obscuring the dial, and there's a significant amount of dust and grime on the surrounding pipework.",,,
random,AOBv2-REAL-754,gauge_value,,0.45,data_detection/images/train/IMG_20220106_140532.jpg,,gauge_degradation,"The gauge's glass cover appears dirty or smudged, slightly obscuring the dial, and there's a significant amount of dust and grime on the surrounding pipework.",,,
random,AOBv2-REAL-754,asset,,Centrifugal pump,data_detection/images/train/IMG_20220106_140532.jpg,,gauge_degradation,"The gauge's glass cover appears dirty or smudged, slightly obscuring the dial, and there's a significant amount of dust and grime on the surrounding pipework.",,,
random,AOBv2-REAL-754,instrument_status,,,data_detection/images/train/IMG_20220106_140532.jpg,,gauge_degradation,"The gauge's glass cover appears dirty or smudged, slightly obscuring the dial, and there's a significant amount of dust and grime on the surrounding pipework.",,,
random,AOBv2-REAL-754,description_accurate,,,data_detection/images/train/IMG_20220106_140532.jpg,,gauge_degradation,"The gauge's glass cover appears dirty or smudged, slightly obscuring the dial, and there's a significant amount of dust and grime on the surrounding pipework.",,,
random,AOBv2-REAL-787,gauge_readable,,false,data_detection/images/train/IMG_20220106_140814_1.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by other pipes and valves, making it difficult to read the exact value on its scale.",,,
random,AOBv2-REAL-787,recommended_action,,ROUTE_UPDATE,data_detection/images/train/IMG_20220106_140814_1.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by other pipes and valves, making it difficult to read the exact value on its scale.",,,
random,AOBv2-REAL-787,category,,scale_interpretation,data_detection/images/train/IMG_20220106_140814_1.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by other pipes and valves, making it difficult to read the exact value on its scale.",,,
random,AOBv2-REAL-787,image_role,,query,data_detection/images/train/IMG_20220106_140814_1.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by other pipes and valves, making it difficult to read the exact value on its scale.",,,
random,AOBv2-REAL-787,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_140814_1.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by other pipes and valves, making it difficult to read the exact value on its scale.",,,
random,AOBv2-REAL-787,asset,,Boiler,data_detection/images/train/IMG_20220106_140814_1.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by other pipes and valves, making it difficult to read the exact value on its scale.",,,
random,AOBv2-REAL-787,instrument_status,,,data_detection/images/train/IMG_20220106_140814_1.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by other pipes and valves, making it difficult to read the exact value on its scale.",,,
random,AOBv2-REAL-787,description_accurate,,,data_detection/images/train/IMG_20220106_140814_1.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by other pipes and valves, making it difficult to read the exact value on its scale.",,,
random,AOBv2-REAL-798,gauge_readable,,false,data_detection/images/train/IMG_20220106_140925.jpg,,scale_interpretation,"A robot inspector would face challenges reading this gauge due to its small size and distance, making the graduation marks difficult to discern accurately.",,,
random,AOBv2-REAL-798,recommended_action,,ROUTE_UPDATE,data_detection/images/train/IMG_20220106_140925.jpg,,scale_interpretation,"A robot inspector would face challenges reading this gauge due to its small size and distance, making the graduation marks difficult to discern accurately.",,,
random,AOBv2-REAL-798,category,,scale_interpretation,data_detection/images/train/IMG_20220106_140925.jpg,,scale_interpretation,"A robot inspector would face challenges reading this gauge due to its small size and distance, making the graduation marks difficult to discern accurately.",,,
random,AOBv2-REAL-798,image_role,,query,data_detection/images/train/IMG_20220106_140925.jpg,,scale_interpretation,"A robot inspector would face challenges reading this gauge due to its small size and distance, making the graduation marks difficult to discern accurately.",,,
random,AOBv2-REAL-798,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_140925.jpg,,scale_interpretation,"A robot inspector would face challenges reading this gauge due to its small size and distance, making the graduation marks difficult to discern accurately.",,,
random,AOBv2-REAL-798,asset,,Piping system,data_detection/images/train/IMG_20220106_140925.jpg,,scale_interpretation,"A robot inspector would face challenges reading this gauge due to its small size and distance, making the graduation marks difficult to discern accurately.",,,
random,AOBv2-REAL-798,instrument_status,,,data_detection/images/train/IMG_20220106_140925.jpg,,scale_interpretation,"A robot inspector would face challenges reading this gauge due to its small size and distance, making the graduation marks difficult to discern accurately.",,,
random,AOBv2-REAL-798,description_accurate,,,data_detection/images/train/IMG_20220106_140925.jpg,,scale_interpretation,"A robot inspector would face challenges reading this gauge due to its small size and distance, making the graduation marks difficult to discern accurately.",,,
random,AOBv2-REAL-864,gauge_readable,,true,data_detection/images/train/IMG_20220106_141601.jpg,,occlusion,A part of the gauge face and the bottom right side of the control panel are obscured by a shadow.,,,
random,AOBv2-REAL-864,recommended_action,,ROUTE_UPDATE,data_detection/images/train/IMG_20220106_141601.jpg,,occlusion,A part of the gauge face and the bottom right side of the control panel are obscured by a shadow.,,,
random,AOBv2-REAL-864,category,,occlusion,data_detection/images/train/IMG_20220106_141601.jpg,,occlusion,A part of the gauge face and the bottom right side of the control panel are obscured by a shadow.,,,
random,AOBv2-REAL-864,image_role,,query,data_detection/images/train/IMG_20220106_141601.jpg,,occlusion,A part of the gauge face and the bottom right side of the control panel are obscured by a shadow.,,,
